Temp,Humidity,Barometer,DATETIME,TOTALDEMAND
18,46,1012,25-05-2019 12:00,3989.81
18,46,1012,25-05-2019 12:30,3920.06
18,46,1011,25-05-2019 13:00,3910.32
18,49,1011,25-05-2019 13:30,3942.64
18,49,1011,25-05-2019 14:00,3951.81
18,49,1011,25-05-2019 14:30,4102.47
18,49,1010,25-05-2019 15:00,4186.46
18,49,1010,25-05-2019 15:30,4202.65
18,52,1010,25-05-2019 16:00,4373.4
18,52,1010,25-05-2019 16:30,4548.76
17,56,1010,25-05-2019 17:00,4803.9
17,56,1010,25-05-2019 17:30,5066.23
12,88,1011,25-05-2019 18:00,5263.17
13,82,1011,25-05-2019 18:30,5293.35
12,88,1011,25-05-2019 19:00,5258.58
13,88,1011,25-05-2019 19:30,5130.72
13,88,1012,25-05-2019 20:00,5047.06
12,94,1011,25-05-2019 20:30,4925.95
12,94,1012,25-05-2019 21:00,4823.17
12,94,1012,25-05-2019 21:30,4752.22
12,82,1012,25-05-2019 22:00,4663.62
12,82,1012,25-05-2019 22:30,4565.79
12,72,1012,25-05-2019 23:00,4504.15
11,77,1012,25-05-2019 23:30,4683.69
11,72,1013,26-05-2019 00:00,4659.76
11,72,1013,26-05-2019 00:30,4501.24
10,76,1013,26-05-2019 01:00,4300.5
10,71,1013,26-05-2019 01:30,4142.2
9,76,1013,26-05-2019 02:00,4034.07
9,76,1013,26-05-2019 02:30,3782.8
10,71,1013,26-05-2019 03:00,3703.8
9,76,1013,26-05-2019 03:30,3702.55
9,76,1013,26-05-2019 04:00,3595.76
8,82,1013,26-05-2019 04:30,3583.04
9,71,1013,26-05-2019 05:00,3631.91
9,71,1013,26-05-2019 05:30,3733.05
8,76,1013,26-05-2019 06:00,3773.9
8,76,1013,26-05-2019 06:30,3895
8,76,1014,26-05-2019 07:00,4038.65
9,71,1014,26-05-2019 07:30,4123.46
8,76,1014,26-05-2019 08:00,4273.48
9,76,1014,26-05-2019 08:30,4418.44
10,71,1014,26-05-2019 09:00,4406.39
11,62,1014,26-05-2019 09:30,4387.76
12,58,1014,26-05-2019 10:00,4252.3
12,58,1014,26-05-2019 10:30,4159.73
13,51,1014,26-05-2019 11:00,3989.49
13,51,1013,26-05-2019 11:30,3869.02
13,51,1013,26-05-2019 12:00,3879.57
13,47,1012,26-05-2019 12:30,3970.29
14,48,1012,26-05-2019 13:00,4082.45
14,48,1011,26-05-2019 13:30,4242.19
14,51,1011,26-05-2019 14:00,4221.02
14,51,1010,26-05-2019 14:30,4268.14
14,55,1010,26-05-2019 15:00,4327.92
13,63,1010,26-05-2019 15:30,4528.83
13,63,1009,26-05-2019 16:00,4645.47
13,67,1009,26-05-2019 16:30,4827.63
12,72,1008,26-05-2019 17:00,5086.34
12,72,1008,26-05-2019 17:30,5370.1
12,72,1008,26-05-2019 18:00,5677.04
12,77,1007,26-05-2019 18:30,5686.11
12,72,1007,26-05-2019 19:00,5575.71
12,72,1007,26-05-2019 19:30,5458
12,72,1007,26-05-2019 20:00,5325.05
12,77,1007,26-05-2019 20:30,5223.97
12,77,1007,26-05-2019 21:00,5137.49
9,87,1008,26-05-2019 21:30,4985.74
9,87,1008,26-05-2019 22:00,4875.82
9,87,1008,26-05-2019 22:30,4709.79
9,82,1007,26-05-2019 23:00,4550.87
9,80,1007,26-05-2019 23:30,4693.02
9,76,1006,27-05-2019 00:00,4692.7
10,71,1007,27-05-2019 00:30,4509.64
9,71,1007,27-05-2019 01:00,4327.61
9,71,1006,27-05-2019 01:30,4224.81
8,71,1006,27-05-2019 02:00,4097.58
8,71,1006,27-05-2019 02:30,3941.76
8,76,1006,27-05-2019 03:00,3836.42
8,71,1006,27-05-2019 03:30,3742.28
8,71,1006,27-05-2019 04:00,3719.84
7,71,1006,27-05-2019 04:30,3741.45
7,76,1006,27-05-2019 05:00,3805.58
7,71,1006,27-05-2019 05:30,3974.88
7,66,1006,27-05-2019 06:00,4237.79
7,66,1006,27-05-2019 06:30,4742.94
6,71,1007,27-05-2019 07:00,5242.25
6,71,1007,27-05-2019 07:30,5648.6
7,71,1008,27-05-2019 08:00,6000.65
7,71,1008,27-05-2019 08:30,6167.35
7,71,1008,27-05-2019 09:00,6193.26
8,66,1008,27-05-2019 09:30,6224.71
7,76,1009,27-05-2019 10:00,6284.89
7,76,1009,27-05-2019 10:30,6334.41
9,71,1009,27-05-2019 11:00,6228.45
10,67,1008,27-05-2019 11:30,6060.49
11,62,1008,27-05-2019 12:00,5734.18
12,58,1008,27-05-2019 12:30,5644.07
12,58,1009,27-05-2019 13:00,5571.78
12,58,1009,27-05-2019 13:30,5633.86
13,55,1009,27-05-2019 14:00,5629.27
12,58,1009,27-05-2019 14:30,5603.84
13,55,1010,27-05-2019 15:00,5601.69
12,58,1010,27-05-2019 15:30,5634.44
12,58,1011,27-05-2019 16:00,5797.75
10,71,1012,27-05-2019 16:30,6025.48
10,71,1012,27-05-2019 17:00,6273.42
9,76,1012,27-05-2019 17:30,6546.21
9,76,1013,27-05-2019 18:00,6854.28
9,76,1013,27-05-2019 18:30,6875.72
9,71,1013,27-05-2019 19:00,6740.09
8,82,1013,27-05-2019 19:30,6580.2
9,71,1013,27-05-2019 20:00,6341.2
9,71,1013,27-05-2019 20:30,6204.73
8,71,1014,27-05-2019 21:00,6046.79
8,71,1014,27-05-2019 21:30,5848.21
8,71,1014,27-05-2019 22:00,5575.2
8,66,1013,27-05-2019 22:30,5338.34
9,62,1013,27-05-2019 23:00,5146.65
8,71,1014,27-05-2019 23:30,5230.85
9,82,1002,28-05-2019 00:00,5157.17
10,71,1002,28-05-2019 00:30,4911.61
9,71,1001,28-05-2019 01:00,4790.03
9,71,1001,28-05-2019 01:30,4667.95
9,76,1002,28-05-2019 02:00,4481.03
8,82,1001,28-05-2019 02:30,4347.65
8,76,1001,28-05-2019 03:00,4231.01
8,71,1001,28-05-2019 03:30,4155.5
8,71,1001,28-05-2019 04:00,4179.9
9,62,1001,28-05-2019 04:30,4140.81
8,76,1001,28-05-2019 05:00,4198.89
8,71,1001,28-05-2019 05:30,4418.77
7,76,1001,28-05-2019 06:00,4596.58
8,66,1002,28-05-2019 06:30,5073.95
8,66,1002,28-05-2019 07:00,5518.34
7,66,1002,28-05-2019 07:30,5872.76
7,66,1002,28-05-2019 08:00,6142.37
7,66,1002,28-05-2019 08:30,6282.47
8,57,1003,28-05-2019 09:00,6282.67
8,62,1003,28-05-2019 09:30,6342.87
8,62,1003,28-05-2019 10:00,6282.9
8,62,1003,28-05-2019 10:30,6131.4
9,54,1004,28-05-2019 11:00,6100.06
8,66,1004,28-05-2019 11:30,6017.65
9,62,1004,28-05-2019 12:00,6002.02
10,54,1004,28-05-2019 12:30,5973.63
9,58,1004,28-05-2019 13:00,5966.39
10,54,1004,28-05-2019 13:30,5950.76
10,54,1004,28-05-2019 14:00,5964.73
10,54,1004,28-05-2019 14:30,5919.81
9,58,1005,28-05-2019 15:00,5841.06
7,76,1006,28-05-2019 15:30,5794.53
7,81,1007,28-05-2019 16:00,5888.62
5,87,1007,28-05-2019 16:30,6064.24
5,93,1009,28-05-2019 17:00,6233.67
6,87,1009,28-05-2019 17:30,6457.28
6,87,1010,28-05-2019 18:00,6621.39
6,87,1010,28-05-2019 18:30,6619.62
6,81,1011,28-05-2019 19:00,6533.19
5,81,1011,28-05-2019 19:30,6424.9
6,76,1011,28-05-2019 20:00,6262.08
6,76,1012,28-05-2019 20:30,6082.92
6,76,1012,28-05-2019 21:00,5935.1
6,81,1013,28-05-2019 21:30,5772.15
6,87,1014,28-05-2019 22:00,5554.87
5,87,1013,28-05-2019 22:30,5224.97
5,87,1014,28-05-2019 23:00,5034.32
6,81,1014,28-05-2019 23:30,5152.72
9,82,1002,29-05-2019 00:00,5067.63
10,71,1002,29-05-2019 00:30,4886.69
9,71,1001,29-05-2019 01:00,4722.66
9,71,1001,29-05-2019 01:30,4492.14
9,76,1002,29-05-2019 02:00,4303.35
8,82,1001,29-05-2019 02:30,4169.15
8,76,1001,29-05-2019 03:00,4076.48
8,71,1001,29-05-2019 03:30,4022.23
8,71,1001,29-05-2019 04:00,3968.68
9,62,1001,29-05-2019 04:30,4006.02
8,76,1001,29-05-2019 05:00,4047.55
8,71,1001,29-05-2019 05:30,4288.56
7,76,1001,29-05-2019 06:00,4507.59
8,66,1002,29-05-2019 06:30,4952.43
8,66,1002,29-05-2019 07:00,5458.99
7,66,1002,29-05-2019 07:30,5860.61
7,66,1002,29-05-2019 08:00,6163.52
7,66,1002,29-05-2019 08:30,6260.44
8,57,1003,29-05-2019 09:00,6218.24
8,62,1003,29-05-2019 09:30,6160.93
8,62,1003,29-05-2019 10:00,5978.43
8,62,1003,29-05-2019 10:30,5835.03
9,54,1004,29-05-2019 11:00,5723.45
8,66,1004,29-05-2019 11:30,5747.17
9,62,1004,29-05-2019 12:00,5675.74
10,54,1004,29-05-2019 12:30,5647.4
9,58,1004,29-05-2019 13:00,5641.17
10,54,1004,29-05-2019 13:30,5636.72
10,54,1004,29-05-2019 14:00,5722.6
10,54,1004,29-05-2019 14:30,5893.63
9,58,1005,29-05-2019 15:00,5944
7,76,1006,29-05-2019 15:30,6136.18
7,81,1007,29-05-2019 16:00,6497.03
5,87,1007,29-05-2019 16:30,6810.99
5,93,1009,29-05-2019 17:00,6864.11
6,87,1009,29-05-2019 17:30,7088.21
6,87,1010,29-05-2019 18:00,7358.98
6,87,1010,29-05-2019 18:30,7208.67
6,81,1011,29-05-2019 19:00,7149.83
5,81,1011,29-05-2019 19:30,7007.04
6,76,1011,29-05-2019 20:00,6905.13
6,76,1012,29-05-2019 20:30,6760.68
6,76,1012,29-05-2019 21:00,6543.88
6,81,1013,29-05-2019 21:30,6317
6,87,1014,29-05-2019 22:00,6081.23
5,87,1013,29-05-2019 22:30,5741.44
5,87,1014,29-05-2019 23:00,5497.76
6,81,1014,29-05-2019 23:30,5555.59
6,81,1014,30-05-2019 00:00,5471.56
6,81,1015,30-05-2019 00:30,5249.02
6,81,1015,30-05-2019 01:00,5015.4
6,87,1015,30-05-2019 01:30,4908.07
5,93,1015,30-05-2019 02:00,4713.74
6,87,1016,30-05-2019 02:30,4552.37
6,87,1016,30-05-2019 03:00,4453.94
6,87,1016,30-05-2019 03:30,4348.29
6,87,1017,30-05-2019 04:00,4319.77
6,87,1017,30-05-2019 04:30,4314.69
6,87,1018,30-05-2019 05:00,4419.41
6,87,1018,30-05-2019 05:30,4604.9
6,87,1019,30-05-2019 06:00,4894.21
5,93,1019,30-05-2019 06:30,5421.59
5,87,1019,30-05-2019 07:00,5824.18
5,87,1019,30-05-2019 07:30,6222.37
6,81,1020,30-05-2019 08:30,6757.76
7,76,1021,30-05-2019 09:00,6582.12
8,76,1021,30-05-2019 09:30,6535.71
9,76,1022,30-05-2019 10:00,6403.05
9,76,1022,30-05-2019 10:30,6203.25
11,67,1022,30-05-2019 11:00,6110.6
11,62,1022,30-05-2019 11:30,5922.9
11,62,1022,30-05-2019 12:00,5773.21
11,62,1022,30-05-2019 12:30,5812.94
11,62,1022,30-05-2019 13:00,5834.34
11,67,1022,30-05-2019 13:30,5940.55
12,58,1022,30-05-2019 14:00,5910.28
12,58,1022,30-05-2019 14:30,5881.21
11,62,1022,30-05-2019 15:00,5982.9
12,58,1022,30-05-2019 15:30,6095.75
11,62,1022,30-05-2019 16:00,6231.86
11,67,1023,30-05-2019 16:30,6415.29
11,72,1023,30-05-2019 17:00,6671.15
10,76,1023,30-05-2019 17:30,6840.35
10,76,1023,30-05-2019 18:00,7019.79
10,82,1024,30-05-2019 18:30,6949.81
10,82,1024,30-05-2019 19:00,6900.16
10,82,1024,30-05-2019 19:30,6716.67
10,82,1024,30-05-2019 20:00,6592.9
10,82,1024,30-05-2019 20:30,6444.45
10,88,1024,30-05-2019 21:00,6268.42
10,88,1024,30-05-2019 21:30,5975.55
10,88,1024,30-05-2019 22:00,5696.06
10,88,1024,30-05-2019 22:30,5447.02
11,82,1024,30-05-2019 23:00,5197.3
11,82,1024,30-05-2019 23:30,5287.41
10,94,1024,31-05-2019 00:00,5246.24
10,94,1024,31-05-2019 00:30,5011.23
10,94,1024,31-05-2019 01:00,4845.38
10,100,1024,31-05-2019 01:30,4665.8
10,100,1024,31-05-2019 02:00,4484.03
10,100,1024,31-05-2019 02:30,4339.99
10,100,1024,31-05-2019 03:00,4208.4
11,94,1024,31-05-2019 03:30,4130.71
11,94,1024,31-05-2019 04:00,4102.16
11,94,1024,31-05-2019 04:30,4103.34
11,94,1024,31-05-2019 05:00,4161.2
11,94,1024,31-05-2019 05:30,4341.1
11,94,1024,31-05-2019 06:00,4548.88
11,94,1025,31-05-2019 06:30,4994.8
11,94,1025,31-05-2019 07:00,5445.39
11,94,1026,31-05-2019 07:30,5815.41
11,94,1026,31-05-2019 08:00,6037.34
11,94,1026,31-05-2019 08:30,6209.48
11,94,1027,31-05-2019 09:00,6132.15
12,88,1027,31-05-2019 09:30,6244.21
11,94,1027,31-05-2019 10:00,6169.81
13,88,1027,31-05-2019 10:30,6082.06
13,82,1027,31-05-2019 11:00,6002.49
13,82,1027,31-05-2019 11:30,5900.85
12,88,1027,31-05-2019 12:00,5871.22
11,100,1027,31-05-2019 12:30,5862.22
12,94,1027,31-05-2019 13:00,5786.07
12,94,1027,31-05-2019 13:30,5897.25
12,88,1027,31-05-2019 14:00,5945.26
12,82,1027,31-05-2019 14:30,5922.41
11,88,1027,31-05-2019 15:00,5884.01
12,88,1027,31-05-2019 15:30,5945.71
11,94,1028,31-05-2019 16:00,5990.89
11,94,1028,31-05-2019 16:30,6248.92
11,94,1028,31-05-2019 17:00,6410.98
11,94,1028,31-05-2019 17:30,6551.91
11,94,1029,31-05-2019 18:00,6729.63
11,94,1029,31-05-2019 18:30,6609.07
11,94,1029,31-05-2019 19:00,6503.44
11,94,1029,31-05-2019 19:30,6346.21
11,94,1029,31-05-2019 20:00,6268.92
11,94,1030,31-05-2019 20:30,6139.03
11,94,1030,31-05-2019 21:00,6013.77
11,94,1030,31-05-2019 21:30,5833.92
11,88,1030,31-05-2019 22:00,5644.84
11,88,1030,31-05-2019 22:30,5427.82
11,88,1030,31-05-2019 23:00,5280.59
11,88,1030,31-05-2019 23:30,5401.74
